customer_id,customer_name,age,gender,city,country,city_tier,budget_min_npr,budget_max_npr,preferred_brand,brand_loyalty_score,gaming_interest,camera_interest,battery_interest,display_interest,performance_interest,software_interest,value_interest,min_ram_gb,min_storage_gb,chipset_tier,min_refresh_rate_hz,min_battery_mah,purchase_frequency_per_year,n_past_purchases,avg_session_minutes,search_freq_per_week,compare_freq_per_week,click_through_rate,recency_days,avg_rating_given,interaction_channel,wishlist_conversion_rate,accessory_affinity,true_archetype
syn_u_02173,Prakash Rai,34,Female,Sindhuli,Nepal,tier_2,38316,203093,Samsung,0.63,25.6,96.6,50.7,69.5,51.3,54.0,44.8,8,256,Flagship,90,4500,1.8,1,14.1,6,7,0.33,78,3.8,Mobile App,0.26,0.77,Mobile Photographer
syn_u_02174,Homraj Bhattarai,30,Female,Kalaiya,Nepal,tier_1,8089,25649,Tecno,0.46,36.1,35.2,67.0,43.9,25.8,39.8,75.0,4,64,Budget,60,5500,1.2,1,7.6,17,18,0.39,133,2.7,Daraz,0.1,0.42,Budget Buyer
syn_u_02175,Sushant Sherpa,48,Male,Dharan,Nepal,tier_2,93717,286111,Samsung,0.86,49.2,78.3,68.6,100.0,87.1,100.0,38.6,8,256,Flagship,120,5000,2.6,5,16.7,5,4,0.21,33,4.4,Website,0.41,0.42,Premium Flagship User
syn_u_02176,Prakash Parajuli,30,Male,Mahottari,Nepal,tier_2,7497,32643,Realme,0.53,31.3,40.7,67.6,41.5,30.6,39.1,91.3,4,64,Budget,60,5000,1.3,1,7.7,19,7,0.6,140,3.5,WhatsApp,0.11,0.5,Budget Buyer
syn_u_02177,Laxmi Gurung,33,Male,Bara,Nepal,tier_1,21401,118701,Vivo,0.56,41.9,42.0,51.9,57.2,56.9,43.6,67.5,6,128,Mid,90,4500,1.3,2,12.7,15,3,0.37,87,3.9,Mobile App,0.27,0.42,All-Round User
syn_u_02178,Sandesh Yadav,34,Female,Chitwan,Nepal,tier_1,41598,222996,Apple,0.75,24.3,98.3,46.4,67.9,49.7,59.2,47.2,8,256,Flagship,90,5000,1.8,1,25.5,12,10,0.31,69,4.2,Instagram DM,0.35,0.87,Mobile Photographer
syn_u_02179,Dinesh Limbu,36,Male,Kailali,Nepal,tier_1,54400,204535,Samsung,0.73,77.5,62.6,54.5,95.4,77.3,53.2,28.1,8,256,Flagship,144,5000,1.6,2,22.7,14,7,0.28,59,3.9,Mobile App,0.49,0.64,Display Enthusiast
syn_u_02180,Krishna Chhuka,41,Male,Damauli,Nepal,tier_1,31872,139790,Apple,1.0,43.1,51.4,53.3,49.8,58.5,50.0,50.3,6,128,Mid,90,5000,1.5,2,11.5,5,3,0.33,211,4.2,Website,0.55,0.43,Brand-Loyal Customer
syn_u_02181,Asha Bhandari,29,Female,Dolpa,Nepal,rural,46823,223893,Oneplus,0.65,74.7,67.0,57.3,97.2,94.1,57.0,38.7,8,256,Flagship,144,5000,1.8,2,20.3,7,8,0.39,77,3.7,Mobile App,0.25,0.47,Display Enthusiast
syn_u_02182,Sudip Rai,40,Female,Dolakha,Nepal,rural,27151,87865,Nokia,0.54,44.6,50.7,56.1,45.1,44.5,51.4,67.4,6,128,Mid,90,4500,2.0,2,7.3,12,5,0.41,106,3.7,In-store,0.24,0.43,All-Round User
syn_u_02183,Manisha Upadhyay,31,Female,Kalaiya,Nepal,tier_2,37804,180368,Apple,0.86,18.9,86.2,52.0,62.1,55.9,62.3,43.1,8,256,Flagship,90,5000,2.1,3,23.2,10,7,0.23,50,3.7,Mobile App,0.19,0.81,Mobile Photographer
syn_u_02184,Manisha Acharya,41,Male,Tanahun,Nepal,tier_1,69608,276645,Apple,0.71,53.8,77.4,47.8,78.4,96.6,100.0,47.5,8,256,Flagship,120,4000,2.5,5,16.7,11,3,0.26,22,4.6,Mobile App,0.54,0.41,Premium Flagship User
syn_u_02185,Saraswati Rana,34,Female,Morang,Nepal,tier_2,51267,213945,Samsung,0.73,25.2,87.3,53.4,66.7,50.7,52.5,45.7,8,256,Flagship,90,5000,2.1,2,23.0,14,7,0.41,14,3.4,Mobile App,0.22,0.56,Mobile Photographer
syn_u_02186,Anita Pradhan,35,Female,Ilam,Nepal,tier_1,28642,148627,Apple,0.94,46.1,59.2,47.7,54.2,61.8,41.3,50.0,6,128,Mid,90,4000,1.6,3,10.4,9,3,0.3,134,4.1,Mobile App,0.43,0.4,Brand-Loyal Customer
syn_u_02187,Bishnu Singh,40,Male,Kusma,Nepal,rural,19668,64964,Tecno,0.64,37.9,47.7,89.7,50.5,56.1,37.8,71.3,6,128,Mid,90,6500,1.5,1,4.7,12,5,0.27,60,3.8,Mobile App,0.14,0.26,Battery-Focused User
syn_u_02188,Krishna Acharya,27,Male,Lahan,Nepal,rural,6572,29748,Redmi,0.55,40.2,38.9,60.7,45.0,28.3,33.1,82.4,4,64,Budget,60,5500,1.4,2,8.7,15,12,0.53,111,3.4,WhatsApp,0.09,0.25,Budget Buyer
syn_u_02189,Shankar Chhuka,36,Female,Birgunj,Nepal,tier_1,46511,217785,Samsung,0.84,79.2,75.1,51.8,83.8,73.9,50.1,33.6,8,256,Flagship,144,5000,2.6,2,14.6,18,10,0.36,43,5.0,Mobile App,0.26,0.53,Display Enthusiast
syn_u_02190,Parvati Adhikari,20,Male,Gorkha,Nepal,tier_2,49052,153915,ASUS,0.77,91.9,31.5,68.0,71.6,96.9,36.9,57.6,12,256,Flagship,144,5500,2.9,4,19.9,24,17,0.42,47,4.5,Daraz,0.22,0.62,Hardcore Gamer
syn_u_02191,Sandesh Rana,43,Male,Rajbiraj,Nepal,tier_1,89218,309994,Apple,0.89,46.9,78.1,53.5,63.9,87.9,99.7,37.7,8,256,Flagship,120,4000,3.0,5,14.4,11,6,0.19,25,3.8,Website,0.33,0.57,Premium Flagship User
syn_u_02192,Manisha Poudel,31,Male,Sunsari,Nepal,tier_2,29039,161301,Apple,0.9,42.0,53.9,43.5,56.6,48.1,56.0,41.4,6,128,Mid,90,4500,1.6,4,16.4,7,4,0.29,166,4.1,In-store,0.61,0.39,Brand-Loyal Customer
syn_u_02193,Asha Magar,23,Male,Gaur,Nepal,tier_1,44430,188266,ASUS,0.77,91.8,34.1,62.3,76.6,85.6,36.3,50.5,8,256,Flagship,144,5500,2.3,2,14.3,20,12,0.47,68,3.4,Mobile App,0.3,0.68,Hardcore Gamer
syn_u_02194,Anita Khadka,57,Male,Baitadi,Nepal,tier_2,18986,62222,Samsung,0.58,43.6,50.0,82.8,54.7,41.6,35.9,62.0,6,128,Mid,90,7000,1.5,3,14.5,11,3,0.33,145,4.7,Email,0.12,0.37,Battery-Focused User
syn_u_02195,Manoj Thapa,39,Male,Kapilvastu,Nepal,tier_2,31852,183024,Apple,0.93,35.5,52.0,55.8,56.6,59.9,53.6,53.7,6,128,Mid,90,4000,1.6,4,17.0,1,3,0.2,235,3.7,In-store,0.44,0.35,Brand-Loyal Customer
syn_u_02196,Ambika Tamang,23,Male,Rajbiraj,Nepal,tier_1,38186,202972,Apple,0.76,76.0,29.1,66.8,78.8,86.0,36.8,55.2,12,256,Flagship,144,4500,3.8,3,20.3,20,12,0.41,36,3.1,Daraz,0.27,0.77,Hardcore Gamer
syn_u_02197,Manisha Karki,41,Female,Rajbiraj,Nepal,tier_1,78756,314853,Apple,0.8,48.1,83.0,65.4,100.0,100.0,83.9,37.1,8,256,Flagship,120,4000,2.2,3,12.7,13,6,0.23,38,5.0,Mobile App,0.34,0.41,Premium Flagship User
syn_u_02198,Hari Joshi,38,Female,Birtamod,Nepal,tier_2,49728,195981,Apple,0.83,22.2,83.1,49.8,64.8,60.0,67.6,42.7,8,256,Flagship,90,4500,1.2,2,15.0,14,5,0.35,54,5.0,Mobile App,0.2,1.0,Mobile Photographer
syn_u_02199,Ramesh Singh,54,Female,Tansen,Nepal,tier_1,19052,65943,Xiaomi,0.66,37.6,49.1,81.4,51.8,56.2,39.6,69.1,6,128,Mid,90,7000,0.8,3,12.3,12,4,0.28,195,3.7,Mobile App,0.16,0.23,Battery-Focused User
syn_u_02200,Rajesh Pradhan,26,Male,Ilam,Nepal,tier_1,36623,184839,Oneplus,0.75,85.7,27.3,70.2,63.0,86.8,33.4,56.2,12,256,Flagship,144,6000,2.1,3,25.9,22,11,0.51,44,4.3,Mobile App,0.42,0.64,Hardcore Gamer
syn_u_02201,Sabita Parajuli,32,Female,Aarughat,Nepal,tier_2,36454,235340,Oneplus,0.79,71.0,78.7,56.4,97.4,80.2,52.7,38.6,8,256,Flagship,144,4000,2.4,1,18.9,18,13,0.45,74,3.5,Mobile App,0.22,0.39,Display Enthusiast
syn_u_02202,Ramesh Simkhada,39,Female,Jaleshwar,Nepal,tier_1,24315,76828,Xiaomi,0.59,42.3,43.6,50.7,52.1,42.1,41.1,62.4,6,128,Mid,90,5000,1.5,1,8.4,16,4,0.35,81,3.9,Mobile App,0.27,0.39,All-Round User
syn_u_02203,Aayush Bohara,39,Male,Taulihawa,Nepal,tier_1,41832,189559,Google,0.74,24.7,100.0,53.6,51.2,56.0,58.1,42.8,8,256,Flagship,90,5000,2.3,2,14.6,11,12,0.43,51,4.9,Mobile App,0.12,0.78,Mobile Photographer
syn_u_02204,Sunita Subedi,26,Male,Mugu,Nepal,rural,8906,32556,Redmi,0.6,32.9,35.5,72.7,43.7,31.3,40.8,82.2,4,64,Budget,60,6000,1.2,1,8.1,20,13,0.43,83,3.3,Daraz,0.11,0.39,Budget Buyer
syn_u_02205,Anjali Bhandari,45,Male,Achham,Nepal,tier_2,22080,59603,Samsung,0.8,44.1,50.7,91.4,46.0,55.5,41.2,60.9,6,128,Mid,90,7000,1.5,1,6.9,8,6,0.2,185,4.3,Email,0.13,0.21,Battery-Focused User
syn_u_02206,Aayan Aryal,35,Male,Jumla,Nepal,tier_2,32498,144534,Oneplus,0.89,41.4,50.0,52.3,66.3,50.0,53.1,48.9,6,128,Mid,90,4000,1.4,4,13.3,6,3,0.25,121,5.0,In-store,0.58,0.41,Brand-Loyal Customer
syn_u_02207,Aayan K.C.,27,Male,Birtamod,Nepal,tier_2,7368,35361,Infinix,0.65,37.1,38.9,83.1,36.8,32.4,29.8,97.8,4,64,Budget,60,5000,1.3,1,10.2,12,8,0.45,179,4.3,Daraz,0.09,0.29,Budget Buyer
syn_u_02208,Parvati Limbu,30,Female,Damak,Nepal,tier_1,41454,217014,Google,0.83,22.2,100.0,49.1,65.0,64.1,57.4,48.1,8,256,Flagship,90,3500,1.7,2,15.1,10,8,0.31,76,4.7,WhatsApp,0.12,0.75,Mobile Photographer
syn_u_02209,Prakash Rana,24,Male,Rasuwa,Nepal,tier_2,43946,190774,Apple,0.58,95.6,23.8,81.5,76.0,88.3,37.9,61.6,12,256,Flagship,144,5000,2.6,4,27.4,16,11,0.45,48,2.9,Mobile App,0.35,0.96,Hardcore Gamer
syn_u_02210,Anjali Acharya,34,Female,Janakpur,Nepal,tier_1,55658,237049,Samsung,0.78,71.1,60.3,55.3,89.6,78.3,52.0,32.7,8,256,Flagship,144,4000,1.5,2,22.4,12,7,0.43,59,3.9,Website,0.4,0.62,Display Enthusiast
syn_u_02211,Kamala Tuladhar,18,Female,Phalebas,Nepal,rural,7837,28952,Tecno,0.61,34.2,38.9,73.3,40.2,29.0,34.5,90.3,4,64,Budget,60,5000,1.4,0,6.4,5,12,0.53,108,2.5,Daraz,0.1,0.33,Budget Buyer
syn_u_02212,Sarita Joshi,39,Female,Ilam,Nepal,tier_1,29539,105051,Samsung,0.62,43.1,43.9,43.6,50.7,36.2,39.9,74.3,6,128,Mid,90,4500,2.1,2,13.6,6,4,0.42,79,3.7,Mobile App,0.26,0.32,All-Round User
syn_u_02213,Rajesh Khadka,41,Female,Siraha,Nepal,rural,82133,310066,Samsung,0.76,51.8,84.4,68.9,89.0,99.5,86.3,38.2,8,256,Flagship,120,5000,3.2,4,10.9,10,5,0.22,25,4.9,Mobile App,0.38,0.34,Premium Flagship User
syn_u_02214,Sudip Sah,36,Female,Myagdi,Nepal,tier_1,56327,227609,Samsung,0.59,76.9,67.3,52.1,85.7,79.1,54.8,32.7,8,256,Flagship,144,5000,2.0,2,17.4,17,12,0.39,52,4.5,Mobile App,0.38,0.61,Display Enthusiast
syn_u_02215,Bishnu Neupane,23,Male,Bhaktapur,Nepal,rural,36936,193227,Oneplus,0.81,87.4,27.2,72.4,77.9,100.0,39.0,50.1,12,256,Flagship,144,5000,2.2,3,28.1,22,8,0.32,36,4.6,Daraz,0.31,0.65,Hardcore Gamer
syn_u_02216,Sita Aryal,23,Male,Dhangadhi,Nepal,tier_1,36638,149299,ASUS,0.65,87.2,24.0,75.8,52.7,100.0,42.6,58.2,12,256,Flagship,144,5500,2.1,5,26.1,17,8,0.43,56,4.3,Mobile App,0.38,0.76,Hardcore Gamer
syn_u_02217,Deepak Karki,32,Male,Birtamod,Nepal,tier_1,52060,230082,Apple,0.63,66.7,75.9,60.3,96.5,68.6,58.9,30.9,8,256,Flagship,144,4500,1.9,3,23.2,10,8,0.34,85,4.7,Mobile App,0.33,0.49,Display Enthusiast
syn_u_02218,Bishnu Yadav,28,Female,Aarughat,Nepal,tier_2,50425,194916,Oneplus,0.68,62.1,65.5,50.7,100.0,67.0,47.2,35.1,8,256,Flagship,144,4000,2.1,2,16.9,9,8,0.39,55,3.5,Website,0.25,0.37,Display Enthusiast
syn_u_02219,Manisha Aryal,29,Female,Sarlahi,Nepal,tier_1,7191,29093,Realme,0.49,39.1,40.1,64.4,37.3,31.6,45.9,87.9,4,64,Budget,60,5000,1.5,0,7.5,12,13,0.46,136,3.9,Instagram DM,0.06,0.46,Budget Buyer
syn_u_02220,Mahendra Tamang,31,Male,Nepalgunj,Nepal,tier_2,8192,28661,Redmi,0.49,36.2,40.1,75.3,44.8,28.1,40.5,88.1,4,64,Budget,60,5000,1.4,1,9.0,6,11,0.6,105,3.6,Daraz,0.05,0.42,Budget Buyer
syn_u_02221,Anjali Joshi,29,Male,Lamjung,Nepal,tier_1,7023,32288,Realme,0.46,33.0,42.5,70.6,48.0,28.8,44.6,96.5,4,64,Budget,60,4000,1.3,1,5.8,13,10,0.58,154,3.6,Daraz,0.06,0.44,Budget Buyer
syn_u_02222,Sita Magar,21,Female,Sarlahi,Nepal,tier_2,7150,37302,Redmi,0.67,35.7,44.3,67.7,41.9,25.1,42.1,77.6,4,64,Budget,60,4500,1.4,1,7.5,22,6,0.68,71,3.6,Mobile App,0.12,0.27,Budget Buyer
syn_u_02223,Prakash Joshi,33,Female,Sunsari,Nepal,tier_2,40302,207286,Google,0.88,27.4,87.6,54.9,65.6,58.9,55.4,43.3,8,256,Flagship,90,5000,2.0,1,18.8,6,10,0.4,45,4.2,Daraz,0.28,0.58,Mobile Photographer
syn_u_02224,Suresh Joshi,31,Female,Krishnanagar,Nepal,tier_2,29079,101723,Samsung,0.5,42.4,42.0,49.0,53.3,43.5,43.6,74.1,6,128,Mid,90,4500,2.5,3,16.6,6,6,0.28,82,3.1,Website,0.17,0.47,All-Round User
syn_u_02225,Prakash Adhikari,32,Male,Taulihawa,Nepal,tier_1,48168,200090,Samsung,0.6,20.4,100.0,57.2,63.3,59.1,62.1,50.3,8,256,Flagship,90,5000,2.1,3,20.8,12,10,0.25,35,4.9,Daraz,0.33,0.78,Mobile Photographer
syn_u_02226,Rajesh Bhattarai,37,Male,Damauli,Nepal,tier_1,33653,151207,Samsung,1.0,42.9,57.6,41.7,45.4,53.7,56.7,49.2,6,128,Mid,90,4500,1.0,4,14.7,7,2,0.33,174,5.0,In-store,0.46,0.52,Brand-Loyal Customer
syn_u_02227,Suresh Pandey,18,Male,Jaleshwar,Nepal,rural,45742,174822,Apple,0.68,88.2,32.4,76.7,72.8,88.2,33.5,57.3,12,256,Flagship,144,5000,2.7,3,16.4,21,13,0.62,37,3.5,Daraz,0.3,0.81,Hardcore Gamer
syn_u_02228,Saraswati Magar,28,Male,Dharan,Nepal,tier_2,31603,173766,ASUS,0.68,96.0,27.8,65.0,75.5,99.5,42.9,52.3,12,256,Flagship,144,5500,1.5,2,27.6,26,12,0.5,56,4.2,Mobile App,0.44,0.67,Hardcore Gamer
syn_u_02229,Pooja Joshi,60,Male,Aarughat,Nepal,tier_2,18338,77255,Samsung,0.71,36.5,42.2,100.0,52.6,57.3,33.5,54.6,6,128,Mid,90,6000,1.6,3,12.9,8,4,0.32,190,4.2,Mobile App,0.14,0.39,Battery-Focused User
syn_u_02230,Mahendra Dangol,28,Male,Bharatpur,Nepal,tier_1,7719,28076,Redmi,0.57,37.2,47.3,68.2,38.1,31.4,33.0,98.6,4,64,Budget,60,5500,1.0,1,6.8,18,15,0.44,152,4.4,In-store,0.11,0.36,Budget Buyer
syn_u_02231,Hari Gurung,47,Female,Sindhupalchowk,Nepal,tier_2,21877,67367,Samsung,0.6,38.1,55.9,91.6,56.4,52.3,35.7,59.9,8,128,Mid,90,7000,1.6,2,8.4,7,7,0.19,177,4.6,Mobile App,0.13,0.21,Battery-Focused User
syn_u_02232,Hari Awale,25,Female,Baitadi,Nepal,tier_2,36537,187145,ASUS,0.57,87.5,32.3,71.4,67.2,97.4,37.8,51.4,12,256,Flagship,144,5500,3.0,5,14.5,13,13,0.31,43,5.0,In-store,0.28,0.52,Hardcore Gamer
syn_u_02233,Homraj Dahal,25,Female,Parbat,Nepal,tier_1,48394,237112,Samsung,0.72,72.1,69.8,62.1,100.0,65.2,54.9,35.8,8,256,Flagship,144,5000,1.9,2,24.3,7,17,0.3,68,4.3,Website,0.4,0.46,Display Enthusiast
syn_u_02234,Deepak Shrestha,36,Female,Itahari,Nepal,tier_2,30033,144325,Apple,1.0,39.6,58.4,63.6,48.0,55.9,52.3,53.9,6,128,Mid,90,5000,1.2,3,18.0,4,3,0.29,237,5.0,Mobile App,0.49,0.55,Brand-Loyal Customer
syn_u_02235,Asha Acharya,40,Female,Sindhupalchowk,Nepal,tier_1,25341,98707,Oneplus,0.57,47.6,44.9,37.5,56.6,44.7,49.4,67.6,6,128,Mid,90,5000,1.8,1,13.0,12,6,0.44,66,3.0,Mobile App,0.25,0.5,All-Round User
syn_u_02236,Sudip Khadka,33,Female,Dhangadhi,Nepal,tier_1,54994,212902,Google,0.87,24.7,98.7,45.1,60.4,52.4,64.2,42.0,8,256,Flagship,90,4500,1.5,2,13.9,12,8,0.36,70,5.0,Website,0.23,0.65,Mobile Photographer
syn_u_02237,Homraj Thapa,28,Male,Bhaktapur,Nepal,rural,8692,31275,Redmi,0.59,34.1,43.6,72.5,44.2,26.2,40.1,75.9,4,64,Budget,60,4500,0.9,1,7.6,12,11,0.56,106,4.0,WhatsApp,0.12,0.46,Budget Buyer
syn_u_02238,Krishna Thapa,25,Male,Putalibazar,Nepal,tier_2,8588,28163,Redmi,0.55,38.3,37.6,67.6,47.2,28.6,39.6,92.6,4,64,Budget,60,5500,1.3,1,8.8,8,15,0.42,136,4.2,Daraz,0.11,0.41,Budget Buyer
syn_u_02239,Gita Mahato,48,Female,Tanahun,Nepal,tier_1,52576,330201,Google,0.9,46.4,83.8,54.0,82.0,74.6,85.1,40.0,8,256,Flagship,120,5000,2.6,5,17.3,13,4,0.31,33,5.0,Website,0.29,0.44,Premium Flagship User
syn_u_02240,Sarita Awale,32,Male,Chitwan,Nepal,tier_1,8585,29051,Realme,0.61,31.3,35.5,68.3,45.0,31.7,40.1,77.8,4,64,Budget,60,5000,1.4,1,6.9,11,16,0.46,93,3.8,Instagram DM,0.08,0.45,Budget Buyer
syn_u_02241,Prakriti Thapa,24,Male,Pokhara,Nepal,tier_1,37882,193507,ASUS,0.68,100.0,27.9,75.4,76.2,100.0,41.6,54.2,12,256,Flagship,144,6000,2.1,2,10.0,15,10,0.48,33,3.8,Daraz,0.35,0.73,Hardcore Gamer
syn_u_02242,Anita Neupane,29,Male,Janakpur,Nepal,tier_2,6479,32695,Redmi,0.62,34.2,38.0,62.3,40.2,29.5,36.6,79.0,4,64,Budget,60,4500,1.3,1,8.6,14,15,0.56,164,3.3,WhatsApp,0.09,0.41,Budget Buyer
syn_u_02243,Suresh Rana,33,Female,Bhaktapur,Nepal,tier_1,48669,199825,Google,0.81,27.6,99.5,58.8,70.8,47.2,64.4,46.5,8,256,Flagship,90,5000,1.8,1,20.5,13,13,0.38,72,4.3,Daraz,0.26,0.79,Mobile Photographer
syn_u_02244,Ankit Dahal,29,Female,Kathmandu,Nepal,tier_2,7892,26597,Redmi,0.52,35.7,41.5,66.4,39.1,28.0,39.5,71.7,4,64,Budget,60,5000,1.7,1,7.6,17,12,0.33,129,3.7,Mobile App,0.1,0.44,Budget Buyer
syn_u_02245,Pooja Shrestha,37,Male,Biratnagar,Nepal,tier_1,55201,180068,Google,0.78,26.3,94.3,48.3,63.2,49.8,48.8,42.1,8,256,Flagship,90,4000,1.9,2,16.9,13,6,0.17,82,3.9,Instagram DM,0.26,0.57,Mobile Photographer
syn_u_02246,Laxmi Shrestha,26,Female,Galyang,Nepal,tier_1,8455,28858,Redmi,0.58,36.4,38.0,68.8,48.7,25.7,34.5,81.5,4,64,Budget,60,5000,1.3,1,7.5,19,16,0.47,134,3.6,Daraz,0.07,0.49,Budget Buyer
syn_u_02247,Asha Shrestha,55,Male,Birgunj,Nepal,tier_1,21781,72439,Samsung,0.54,34.3,52.7,100.0,42.9,44.0,45.2,64.5,6,128,Mid,90,6000,1.9,2,6.4,6,7,0.3,105,3.5,Daraz,0.18,0.29,Battery-Focused User
syn_u_02248,Ambika Yadav,27,Female,Humla,Nepal,tier_2,7596,31183,Samsung,0.56,33.2,37.7,77.8,45.5,31.2,37.7,94.0,4,64,Budget,60,5000,1.1,1,6.1,12,15,0.49,123,3.7,WhatsApp,0.09,0.36,Budget Buyer
syn_u_02249,Dinesh Karki,26,Female,Tansen,Nepal,tier_2,9054,32078,Redmi,0.51,38.3,42.6,77.3,45.0,29.2,41.4,73.3,4,64,Budget,60,5000,1.2,1,10.4,10,14,0.46,97,2.8,Daraz,0.11,0.29,Budget Buyer
syn_u_02250,Sandesh Rana,40,Male,Ramechhap,Nepal,tier_1,79354,338037,Samsung,0.7,44.7,79.0,60.8,92.7,89.9,89.6,31.3,8,256,Flagship,120,4500,2.0,4,10.4,9,8,0.38,30,4.1,Mobile App,0.38,0.44,Premium Flagship User
syn_u_02251,Aayan Joshi,32,Female,Rasuwa,Nepal,tier_2,31838,161602,Apple,0.93,50.2,52.4,51.9,60.5,50.6,44.3,44.7,6,128,Mid,90,5500,1.2,3,18.7,7,2,0.28,190,4.5,In-store,0.42,0.36,Brand-Loyal Customer
syn_u_02252,Sunita Basnet,26,Male,Bhojpur,Nepal,tier_2,8607,29583,Samsung,0.6,34.6,41.7,69.5,35.0,28.7,36.7,86.8,4,64,Budget,60,5000,1.1,1,8.8,19,8,0.48,114,2.8,In-store,0.1,0.38,Budget Buyer
syn_u_02253,Parvati Neupane,56,Male,Putalibazar,Nepal,rural,17710,89740,Samsung,0.73,39.2,44.5,98.6,52.3,62.6,37.4,67.6,6,128,Mid,90,7000,1.2,3,9.1,6,7,0.29,169,4.9,In-store,0.13,0.33,Battery-Focused User
syn_u_02254,Ambika Tamang,31,Female,Bandipur,Nepal,tier_1,51297,199134,Samsung,0.72,68.8,74.9,56.5,100.0,82.7,47.4,29.0,8,256,Flagship,144,4500,1.9,2,22.4,12,10,0.36,61,5.0,Daraz,0.39,0.53,Display Enthusiast
syn_u_02255,Mahendra Shrestha,40,Other,Rajbiraj,Nepal,tier_1,80123,337784,Apple,0.84,58.7,87.7,60.5,85.6,100.0,88.8,37.3,8,256,Flagship,120,4000,2.9,3,14.8,14,9,0.27,27,4.2,Website,0.43,0.45,Premium Flagship User
syn_u_02256,Anita Mahato,33,Male,Lalitpur,Nepal,tier_1,27272,103467,Samsung,0.61,48.4,48.3,47.9,42.5,41.4,54.9,68.3,6,128,Mid,90,5000,1.5,2,11.7,10,6,0.26,73,4.5,Mobile App,0.25,0.44,All-Round User
syn_u_02257,Bibek Parajuli,37,Female,Doti,Nepal,tier_2,31665,159255,Samsung,0.9,42.9,58.6,50.6,49.4,56.6,49.7,49.3,6,128,Mid,90,5000,1.6,2,16.5,6,2,0.26,152,5.0,Mobile App,0.56,0.35,Brand-Loyal Customer
syn_u_02258,Krishna Sah,25,Male,Dadeldhura,Nepal,tier_1,41130,160648,ASUS,0.6,87.5,28.6,68.3,64.4,91.0,43.9,64.5,16,256,Flagship,144,5000,2.4,3,26.5,16,13,0.4,58,5.0,Mobile App,0.28,0.78,Hardcore Gamer
syn_u_02259,Prakriti Dahal,23,Male,Bharatpur,Nepal,tier_1,7782,34367,Realme,0.49,34.0,37.4,79.2,47.3,29.8,43.0,78.4,4,64,Budget,60,4500,0.9,1,9.2,11,5,0.46,138,4.2,WhatsApp,0.08,0.46,Budget Buyer
syn_u_02260,Ram Simkhada,40,Male,Dhankuta,Nepal,tier_1,25947,140765,Oneplus,0.87,44.5,47.0,61.1,61.2,54.3,46.7,49.8,4,128,Mid,90,5000,0.8,2,13.9,3,3,0.17,200,4.5,In-store,0.49,0.37,Brand-Loyal Customer
syn_u_02261,Sudip Dahal,33,Male,Jumla,Nepal,tier_2,58504,185357,Oneplus,0.69,67.8,78.4,55.9,100.0,55.8,48.3,40.2,8,256,Flagship,144,4500,1.8,2,17.6,14,11,0.3,45,4.8,Daraz,0.31,0.6,Display Enthusiast
syn_u_02262,Rekha Simkhada,27,Female,Doti,Nepal,rural,7661,32500,Redmi,0.62,33.1,38.3,62.8,41.2,33.5,41.4,84.6,4,64,Budget,60,6000,0.9,1,6.5,12,10,0.47,145,3.7,Instagram DM,0.11,0.34,Budget Buyer
syn_u_02263,Aayush Sah,24,Female,Bharatpur,Nepal,tier_2,40271,211475,ASUS,0.69,100.0,32.6,71.5,74.4,75.8,32.6,54.4,12,256,Flagship,144,5000,2.1,2,16.3,13,7,0.42,66,4.5,Mobile App,0.31,0.53,Hardcore Gamer
syn_u_02264,Sarita Bhattarai,41,Female,Rautahat,Nepal,tier_1,78625,291986,Google,0.87,56.1,96.8,69.9,92.4,100.0,100.0,36.3,8,256,Flagship,120,4500,2.7,4,15.1,3,3,0.37,24,5.0,Daraz,0.27,0.36,Premium Flagship User
syn_u_02265,Bibek Joshi,32,Male,Kalaiya,Nepal,rural,51701,204564,Apple,0.83,22.7,78.1,46.6,65.5,52.1,63.8,39.0,8,256,Flagship,90,5000,1.5,2,22.1,11,7,0.35,37,4.6,Instagram DM,0.3,1.0,Mobile Photographer
syn_u_02266,Bibek Pradhan,38,Male,Kanchanpur,Nepal,tier_2,24630,143099,Samsung,1.0,44.6,52.9,56.9,58.1,56.2,48.3,49.8,6,128,Mid,90,4500,1.2,5,12.0,4,2,0.22,245,3.4,Mobile App,0.44,0.34,Brand-Loyal Customer
syn_u_02267,Mahendra K.C.,42,Female,Baitadi,Nepal,tier_1,82731,232231,Apple,0.68,59.1,78.4,54.8,83.7,81.9,64.4,44.6,8,256,Flagship,120,4500,2.3,3,18.3,12,6,0.39,29,5.0,Website,0.49,0.54,Premium Flagship User
syn_u_02268,Santosh Basnet,39,Female,Kapilvastu,Nepal,tier_1,29730,133204,Samsung,0.95,51.9,55.3,54.6,55.5,56.7,40.1,45.9,6,128,Mid,90,5000,1.4,2,13.5,4,2,0.26,297,4.9,Mobile App,0.61,0.42,Brand-Loyal Customer
syn_u_02269,Kamala Subedi,32,Male,Beni,Nepal,rural,23279,96851,Oppo,0.58,52.0,39.9,55.2,56.0,39.8,35.7,70.4,6,128,Mid,90,4500,1.7,3,8.3,7,4,0.29,128,3.3,In-store,0.22,0.39,All-Round User
